,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),Date
1173,129623,81180,66069,15111,22.9,2021-05-28
1172,129623,80035,57782,22253,38.5,2021-05-29
1171,129623,81534,57041,24493,42.9,2021-05-30
1170,129623,82530,66049,16481,25.0,2021-05-31
1169,129623,81585,67332,14253,21.2,2021-06-01
1168,129623,80613,68419,12194,17.8,2021-06-02
1167,129623,79984,70113,9871,14.1,2021-06-03
1166,129623,80802,64864,15938,24.6,2021-06-04
1165,129623,80179,58611,21568,36.8,2021-06-05
1164,129623,80130,58683,21447,36.5,2021-06-06
1163,129623,80238,68543,11695,17.1,2021-06-07
1162,129623,81135,69828,11307,16.2,2021-06-08
1161,129623,85738,73387,12351,16.8,2021-06-09
1160,129623,84887,74929,9958,13.3,2021-06-10
1159,129623,84857,70071,14786,21.1,2021-06-11
1158,129623,81677,62209,19468,31.3,2021-06-12
1157,129623,83336,61518,21818,35.5,2021-06-13
1156,129623,85516,74220,11296,15.2,2021-06-14
1155,129623,84765,73311,11454,15.6,2021-06-15
1154,129623,86430,72494,13936,19.2,2021-06-16
1153,129623,84780,72670,12110,16.7,2021-06-17
1152,129623,85313,70527,14786,21.0,2021-06-18
1151,129623,80496,60923,19573,32.1,2021-06-19
1150,129623,81141,61200,19941,32.6,2021-06-20
1149,129623,85494,72382,13112,18.1,2021-06-21
1148,129623,86284,72518,13766,19.0,2021-06-22
1147,129623,86980,71726,15254,21.3,2021-06-23
1146,129623,83428,72813,10615,14.6,2021-06-24
1145,129623,84448,72763,11685,16.1,2021-06-25
1144,129623,82911,62042,20869,33.6,2021-06-26
1143,129623,82726,62109,20617,33.2,2021-06-27
1142,129623,86121,74821,11300,15.1,2021-06-28
1141,129623,87573,75854,11719,15.4,2021-06-29
1140,131069,87887,74824,13063,17.5,2021-06-30
1139,131069,94268,77476,16792,21.7,2021-07-01
1138,131069,93498,76865,16633,21.6,2021-07-02
1137,131069,90140,64612,25528,39.5,2021-07-03
1136,131069,93065,62368,30697,49.2,2021-07-04
1135,131069,95897,76256,19641,25.8,2021-07-05
1134,131069,94417,79663,14754,18.5,2021-07-06
1133,131069,95298,81086,14212,17.5,2021-07-07
1132,131069,96234,81187,15047,18.5,2021-07-08
1131,131069,95686,78397,17289,22.1,2021-07-09
1130,131069,93577,67726,25851,38.2,2021-07-10
1129,131069,93247,68518,24729,36.1,2021-07-11
1128,131069,95006,85011,9995,11.8,2021-07-12
1127,131069,95966,87172,8794,10.1,2021-07-13
1126,131069,97475,88087,9388,10.7,2021-07-14
1125,131069,98180,88551,9629,10.9,2021-07-15
1124,131069,97850,88015,9835,11.2,2021-07-16
1123,131069,91582,71849,19733,27.5,2021-07-17
1122,131069,90453,72054,18399,25.5,2021-07-18
1121,131069,98755,84586,14169,16.8,2021-07-19
1120,131069,98376,87841,10535,12.0,2021-07-20
1119,131069,99657,88937,10720,12.1,2021-07-21
1118,131330,99955,89958,9997,11.1,2021-07-22
1117,131330,99758,89812,9946,11.1,2021-07-23
1116,131330,94507,78285,16222,20.7,2021-07-24
1115,131330,95777,76521,19256,25.2,2021-07-25
1114,131330,100633,89426,11207,12.5,2021-07-26
1113,131330,100739,91141,9598,10.5,2021-07-27
1112,131330,100846,90240,10606,11.8,2021-07-28
1111,131330,101071,89634,11437,12.8,2021-07-29
1110,131330,99390,87847,11543,13.1,2021-07-30
1109,131330,92532,76776,15756,20.5,2021-07-31
1108,131330,93539,72943,20596,28.2,2021-08-01
1107,131330,98974,75460,23514,31.2,2021-08-02
1106,131330,100181,77517,22664,29.2,2021-08-03
1105,131330,99578,80073,19505,24.4,2021-08-04
1104,131330,99341,85215,14126,16.6,2021-08-05
1103,131330,99799,82367,17432,21.2,2021-08-06
1102,131330,94901,75210,19691,26.2,2021-08-07
1101,131330,94736,70201,24535,34.9,2021-08-08
1100,131330,100772,84755,16017,18.9,2021-08-09
1099,131330,100834,84877,15957,18.8,2021-08-10
1098,131330,100800,83818,16982,20.3,2021-08-11
1097,131330,98952,86355,12597,14.6,2021-08-12
1096,131330,100125,81779,18346,22.4,2021-08-13
1095,131330,96246,68470,27776,40.6,2021-08-14
1094,131330,95825,68076,27749,40.8,2021-08-15
1093,131330,95165,74559,20606,27.6,2021-08-16
1092,131330,100178,80393,19785,24.6,2021-08-17
1091,131330,99241,80362,18879,23.5,2021-08-18
1090,131330,99622,79472,20150,25.4,2021-08-19
1089,131330,100721,79554,21167,26.6,2021-08-20
1088,131330,95487,69215,26272,38.0,2021-08-21
1087,131330,94493,66387,28106,42.3,2021-08-22
1086,131330,98884,79334,19550,24.6,2021-08-23
1085,131650,99256,81241,18015,22.2,2021-08-24
1084,131650,97998,80262,17736,22.1,2021-08-25
1083,131650,99284,81471,17813,21.9,2021-08-26
1082,131650,99432,78339,21093,26.9,2021-08-27
1081,131650,94472,66357,28115,42.4,2021-08-28
1080,131650,95099,65588,29511,45.0,2021-08-29
1079,131650,99798,78996,20802,26.3,2021-08-30
1078,131650,100757,77665,23092,29.7,2021-08-31
1077,131650,98658,77228,21430,27.7,2021-09-01
1076,131650,98606,76036,22570,29.7,2021-09-02
1075,131650,99017,74073,24944,33.7,2021-09-03
1074,131650,92603,63885,28718,45.0,2021-09-04
1073,131650,91917,62545,29372,47.0,2021-09-05
1072,131650,95624,75426,20198,26.8,2021-09-06
1071,131650,93587,76075,17512,23.0,2021-09-07
1070,131650,95992,74423,21569,29.0,2021-09-08
1069,131895,95161,76594,18567,24.2,2021-09-09
1068,131895,94120,75304,18816,25.0,2021-09-10
1067,131895,88890,65783,23107,35.1,2021-09-11
1066,131895,90272,64512,25760,39.9,2021-09-12
1065,131895,90532,77820,12712,16.3,2021-09-13
1064,131895,90371,76081,14290,18.8,2021-09-14
1063,131895,90836,74944,15892,21.2,2021-09-15
1062,131895,88754,75436,13318,17.7,2021-09-16
1061,131895,88469,71837,16632,23.2,2021-09-17
1060,131895,84328,62245,22083,35.5,2021-09-18
1059,131895,84130,58954,25176,42.7,2021-09-19
1058,131895,84913,55779,29134,52.2,2021-09-20
1057,131895,85539,53652,31887,59.4,2021-09-21
1056,131895,85961,57177,28784,50.3,2021-09-22
1055,131895,82499,67149,15350,22.9,2021-09-23
1054,131895,81455,68879,12576,18.3,2021-09-24
1053,131895,80070,61851,18219,29.5,2021-09-25
1052,131895,81338,60737,20601,33.9,2021-09-26
1051,131895,82653,72396,10257,14.2,2021-09-27
1050,131895,82881,74094,8787,11.9,2021-09-28
1049,131895,84542,75683,8859,11.7,2021-09-29
1048,131895,83670,73226,10444,14.3,2021-09-30
1047,131895,83684,72146,11538,16.0,2021-10-01
1046,131895,74989,62298,12691,20.4,2021-10-02
1045,131895,74037,60876,13161,21.6,2021-10-03
1044,131895,78098,69932,8166,11.7,2021-10-04
1043,131895,82449,75698,6751,8.9,2021-10-05
1042,132113,83917,73845,10072,13.6,2021-10-06
1041,132113,82862,73754,9108,12.3,2021-10-07
1040,132113,83473,72717,10756,14.8,2021-10-08
1039,132113,79238,63659,15579,24.5,2021-10-09
1038,132113,80249,61162,19087,31.2,2021-10-10
1037,132113,81058,64647,16411,25.4,2021-10-11
1036,132113,83052,70121,12931,18.4,2021-10-12
1035,132113,81390,70657,10733,15.2,2021-10-13
1034,132113,80638,71458,9180,12.8,2021-10-14
1033,132113,78551,70778,7773,11.0,2021-10-15
1032,132113,79999,60050,19949,33.2,2021-10-16
1031,132113,79452,58640,20812,35.5,2021-10-17
1030,132113,81221,69348,11873,17.1,2021-10-18
1029,132113,81211,69823,11388,16.3,2021-10-19
1028,132113,80245,69414,10831,15.6,2021-10-20
1027,132113,81902,70203,11699,16.7,2021-10-21
1026,132113,85343,67900,17443,25.7,2021-10-22
1025,132113,81426,59042,22384,37.9,2021-10-23
1024,132113,80298,57699,22599,39.2,2021-10-24
1023,132113,83115,69114,14001,20.3,2021-10-25
1022,132113,83798,69601,14197,20.4,2021-10-26
1021,132113,83310,68937,14373,20.8,2021-10-27
1020,132113,82479,69488,12991,18.7,2021-10-28
1019,132113,84869,67683,17186,25.4,2021-10-29
1018,133455,82627,59770,22857,38.2,2021-10-30
1017,133455,83019,58161,24858,42.7,2021-10-31
1016,133455,85827,69259,16568,23.9,2021-11-01
1015,133455,85478,69554,15924,22.9,2021-11-02
1014,133455,83854,69599,14255,20.5,2021-11-03
1013,133455,84334,70149,14185,20.2,2021-11-04
1012,133455,84602,68742,15860,23.1,2021-11-05
1011,133455,78785,59456,19329,32.5,2021-11-06
1010,133455,80184,58370,21814,37.4,2021-11-07
1009,133455,86547,72602,13945,19.2,2021-11-08
1008,133455,84443,72800,11643,16.0,2021-11-09
1007,133455,84601,73477,11124,15.1,2021-11-10
1006,133564,85839,74708,11131,14.9,2021-11-11
1005,133564,85381,73855,11526,15.6,2021-11-12
1004,133564,82198,61840,20358,32.9,2021-11-13
1003,133564,80771,59863,20908,34.9,2021-11-14
1002,133564,84114,71603,12511,17.5,2021-11-15
1001,133564,84252,72310,11942,16.5,2021-11-16
1000,133564,85564,73028,12536,17.2,2021-11-17
999,133564,84890,72485,12405,17.1,2021-11-18
998,133564,85565,70926,14639,20.6,2021-11-19
997,133564,82811,61390,21421,34.9,2021-11-20
996,133564,80551,60516,20035,33.1,2021-11-21
995,133564,88726,76847,11879,15.5,2021-11-22
994,133564,91056,79838,11218,14.1,2021-11-23
993,133564,93131,76210,16921,22.2,2021-11-24
992,133564,95904,74510,21394,28.7,2021-11-25
991,133564,96502,75223,21279,28.3,2021-11-26
990,133564,92026,63937,28089,43.9,2021-11-27
989,133564,91146,62027,29119,46.9,2021-11-28
988,133564,94302,75340,18962,25.2,2021-11-29
987,133564,95394,80362,15032,18.7,2021-11-30
986,133564,96460,81177,15283,18.8,2021-12-01
985,133896,95116,80145,14971,18.7,2021-12-02
984,133896,96839,78696,18143,23.1,2021-12-03
983,133896,94435,65770,28665,43.6,2021-12-04
982,133896,93599,64032,29567,46.2,2021-12-05
981,133896,100061,78083,21978,28.1,2021-12-06
980,133896,100638,78079,22559,28.9,2021-12-07
979,133896,100449,78310,22139,28.3,2021-12-08
978,133896,100769,78182,22587,28.9,2021-12-09
977,133896,100525,77936,22589,29.0,2021-12-10
976,133896,94870,64834,30036,46.3,2021-12-11
975,133896,98173,65441,32732,50.0,2021-12-12
974,133896,102797,82173,20624,25.1,2021-12-13
973,133896,101254,82571,18683,22.6,2021-12-14
972,133896,100450,79839,20611,25.8,2021-12-15
971,133896,99929,81399,18530,22.8,2021-12-16
970,133896,104301,85699,18602,21.7,2021-12-17
969,133896,98106,70883,27223,38.4,2021-12-18
968,133896,99975,67544,32431,48.0,2021-12-19
967,133896,102725,81750,20971,25.7,2021-12-20
966,134012,101328,80294,21034,26.2,2021-12-21
965,134012,101750,81451,20299,24.9,2021-12-22
964,134012,102837,81874,20963,25.6,2021-12-23
963,134012,101856,81185,20671,25.5,2021-12-24
962,134158,101662,72815,28847,39.6,2021-12-25
961,134158,101244,71719,29525,41.2,2021-12-26
960,134158,103554,90708,12846,14.2,2021-12-27
959,134158,101789,88717,13072,14.7,2021-12-28
958,134158,103867,85966,17901,20.8,2021-12-29
957,134158,105343,84564,20779,24.6,2021-12-30
956,134158,105752,81748,24004,29.4,2021-12-31
955,134020,101222,67369,33853,50.3,2022-01-01
954,134020,103896,68173,35723,52.4,2022-01-02
953,134020,107391,85196,22195,26.1,2022-01-03
952,134020,106705,85161,21544,25.3,2022-01-04
951,134020,107631,89397,18234,20.4,2022-01-05
950,134020,107486,84761,22725,26.8,2022-01-06
949,134020,107169,85425,21744,25.5,2022-01-07
948,134020,102853,70793,32060,45.3,2022-01-08
947,134020,101437,67889,33548,49.4,2022-01-09
946,134020,104076,85301,18775,22.0,2022-01-10
945,134020,107504,88103,19401,22.0,2022-01-11
944,134020,107063,88305,18758,21.2,2022-01-12
943,134020,107327,89115,18212,20.4,2022-01-13
942,134020,106463,87278,19185,22.0,2022-01-14
941,134020,99046,71585,27461,38.4,2022-01-15
940,134020,99043,70090,28953,41.3,2022-01-16
939,134020,104610,87967,16643,18.9,2022-01-17
938,134020,104684,87579,17105,19.5,2022-01-18
937,134020,104860,88076,16784,19.1,2022-01-19
936,134020,105164,87884,17280,19.7,2022-01-20
935,134020,104526,86522,18004,20.8,2022-01-21
934,134020,99165,72105,27060,37.5,2022-01-22
933,134020,100014,67726,32288,47.7,2022-01-23
932,134020,103205,83085,20120,24.2,2022-01-24
931,134123,102737,86241,16496,19.1,2022-01-25
930,134123,103430,82984,20446,24.6,2022-01-26
929,134123,103391,82938,20453,24.7,2022-01-27
928,134123,104633,82283,22350,27.2,2022-01-28
927,134123,98753,68009,30744,45.2,2022-01-29
926,134123,95905,65026,30879,47.5,2022-01-30
925,134123,95850,61339,34511,56.3,2022-01-31
924,133069,97064,59840,37224,62.2,2022-02-01
923,133069,99458,63795,35663,55.9,2022-02-02
922,133069,102205,78841,23364,29.6,2022-02-03
921,133069,102340,82614,19726,23.9,2022-02-04
920,133069,100908,73089,27819,38.1,2022-02-05
919,133069,100922,69718,31204,44.8,2022-02-06
918,133069,100103,87351,12752,14.6,2022-02-07
917,133069,102163,85352,16811,19.7,2022-02-08
916,133069,101527,83819,17708,21.1,2022-02-09
915,133069,103674,81626,22048,27.0,2022-02-10
914,133069,102618,81928,20690,25.3,2022-02-11
913,133069,100573,67542,33031,48.9,2022-02-12
912,133069,100238,65396,34842,53.3,2022-02-13
911,133069,103073,79225,23848,30.1,2022-02-14
910,133069,104682,83893,20789,24.8,2022-02-15
909,133069,103942,86687,17255,19.9,2022-02-16
908,133069,103184,86434,16750,19.4,2022-02-17
907,133069,100716,84164,16552,19.7,2022-02-18
906,133069,98848,70632,28216,39.9,2022-02-19
905,133069,96907,69627,27280,39.2,2022-02-20
904,133069,97347,82900,14447,17.4,2022-02-21
903,133069,96702,83248,13454,16.2,2022-02-22
902,133069,98038,85489,12549,14.7,2022-02-23
901,133069,97557,83453,14104,16.9,2022-02-24
900,133069,98432,80824,17608,21.8,2022-02-25
899,133069,97176,67374,29802,44.2,2022-02-26
898,133069,95229,64965,30264,46.6,2022-02-27
897,133069,91911,73959,17952,24.3,2022-02-28
896,133069,92392,69920,22472,32.1,2022-03-01
895,133069,93798,77502,16296,21.0,2022-03-02
894,133069,91888,77182,14706,19.1,2022-03-03
893,133069,89526,78189,11337,14.5,2022-03-04
892,133069,82102,66375,15727,23.7,2022-03-05
891,133069,81233,64675,16558,25.6,2022-03-06
890,133069,88990,77345,11645,15.1,2022-03-07
889,133561,90369,76762,13607,17.7,2022-03-08
888,133561,92928,67781,25147,37.1,2022-03-09
887,133561,93595,73841,19754,26.8,2022-03-10
886,133561,91552,74509,17043,22.9,2022-03-11
885,133561,83382,62114,21268,34.2,2022-03-12
884,133561,83055,61436,21619,35.2,2022-03-13
883,133561,91813,76789,15024,19.6,2022-03-14
882,133561,92568,71988,20580,28.6,2022-03-15
881,133561,87501,70966,16535,23.3,2022-03-16
880,133561,87346,75585,11761,15.6,2022-03-17
879,133561,89903,76980,12923,16.8,2022-03-18
878,133561,84686,66838,17848,26.7,2022-03-19
877,133561,83653,62882,20771,33.0,2022-03-20
876,133561,86078,74381,11697,15.7,2022-03-21
875,133561,86161,73197,12964,17.7,2022-03-22
874,133561,89033,78233,10800,13.8,2022-03-23
873,133561,83716,73156,10560,14.4,2022-03-24
872,133561,84019,71135,12884,18.1,2022-03-25
871,133561,78264,62291,15973,25.6,2022-03-26
870,133561,81196,60623,20573,33.9,2022-03-27
869,133561,83826,70765,13061,18.5,2022-03-28
868,133561,83223,70311,12912,18.4,2022-03-29
867,133561,83144,71112,12032,16.9,2022-03-30
866,133561,83397,70618,12779,18.1,2022-03-31
865,133561,86929,68838,18091,26.3,2022-04-01
864,133561,81417,61732,19685,31.9,2022-04-02
863,133561,81121,60331,20790,34.5,2022-04-03
862,133561,84320,69891,14429,20.6,2022-04-04
861,133561,84085,70446,13639,19.4,2022-04-05
860,133561,83820,69222,14598,21.1,2022-04-06
859,133561,84039,69860,14179,20.3,2022-04-07
858,133680,84389,67293,17096,25.4,2022-04-08
857,133680,78558,60137,18421,30.6,2022-04-09
856,133680,79188,58490,20698,35.4,2022-04-10
855,133680,83037,68821,14216,20.7,2022-04-11
854,133680,84159,69958,14201,20.3,2022-04-12
853,133680,84457,71879,12578,17.5,2022-04-13
852,133680,84050,71334,12716,17.8,2022-04-14
851,133680,83940,67132,16808,25.0,2022-04-15
850,133680,77102,59944,17158,28.6,2022-04-16
849,133680,77578,58749,18829,32.0,2022-04-17
848,133680,80747,67906,12841,18.9,2022-04-18
847,133680,82152,68498,13654,19.9,2022-04-19
846,133680,82087,67702,14385,21.2,2022-04-20
845,133680,82006,68547,13459,19.6,2022-04-21
844,133680,82377,67015,15362,22.9,2022-04-22
843,133680,77509,58909,18600,31.6,2022-04-23
842,133680,77599,58501,19098,32.6,2022-04-24
841,133680,82516,69646,12870,18.5,2022-04-25
840,133680,81625,69997,11628,16.6,2022-04-26
839,133680,83673,67404,16269,24.1,2022-04-27
838,133680,82861,68086,14775,21.7,2022-04-28
837,133680,83895,67684,16211,24.0,2022-04-29
836,133680,81336,58925,22411,38.0,2022-04-30
835,133680,80599,57624,22975,39.9,2022-05-01
834,133680,84804,67357,17447,25.9,2022-05-02
833,133680,85122,68221,16901,24.8,2022-05-03
832,133917,84671,66896,17775,26.6,2022-05-04
831,133917,82440,62398,20042,32.1,2022-05-05
830,133917,83815,65275,18540,28.4,2022-05-06
829,133917,74588,58240,16348,28.1,2022-05-07
828,133917,78693,57573,21120,36.7,2022-05-08
827,133917,82664,68295,14369,21.0,2022-05-09
826,133917,81916,68449,13467,19.7,2022-05-10
825,133917,82127,69284,12843,18.5,2022-05-11
824,133917,78815,69519,9296,13.4,2022-05-12
823,133917,81648,70215,11433,16.3,2022-05-13
822,133917,77018,59523,17495,29.4,2022-05-14
821,133917,80194,58322,21872,37.5,2022-05-15
820,133917,81117,68158,12959,19.0,2022-05-16
819,133917,78740,69598,9142,13.1,2022-05-17
818,133917,80022,69000,11022,16.0,2022-05-18
817,133917,78739,68981,9758,14.1,2022-05-19
816,133917,78019,68019,10000,14.7,2022-05-20
815,133917,73392,60962,12430,20.4,2022-05-21
814,133917,77792,60230,17562,29.2,2022-05-22
813,133917,81075,72122,8953,12.4,2022-05-23
812,133917,81847,72576,9271,12.8,2022-05-24
811,133917,82910,72539,10371,14.3,2022-05-25
810,133917,82378,69479,12899,18.6,2022-05-26
809,133917,82016,68961,13055,18.9,2022-05-27
808,133917,76955,61733,15222,24.7,2022-05-28
807,133917,79357,60948,18409,30.2,2022-05-29
806,133917,84474,73134,11340,15.5,2022-05-30
805,133917,84553,69888,14665,21.0,2022-05-31
804,134186,79189,64790,14399,22.2,2022-06-01
803,134186,83606,71717,11889,16.6,2022-06-02
802,134186,84094,72128,11966,16.6,2022-06-03
801,134186,82590,62408,20182,32.3,2022-06-04
800,134186,80301,58600,21701,37.0,2022-06-05
799,134186,83093,61814,21279,34.4,2022-06-06
798,134186,85109,70522,14587,20.7,2022-06-07
797,134060,85703,68480,17223,25.2,2022-06-08
796,134060,86254,69993,16261,23.2,2022-06-09
795,134060,85397,71317,14080,19.7,2022-06-10
794,134060,81919,62034,19885,32.1,2022-06-11
793,134060,82389,61303,21086,34.4,2022-06-12
792,134060,87376,71248,16128,22.6,2022-06-13
791,134060,86350,71477,14873,20.8,2022-06-14
790,134066,85748,69275,16473,23.8,2022-06-15
789,134066,85906,70925,14981,21.1,2022-06-16
788,134066,87896,73461,14435,19.6,2022-06-17
787,134066,85104,64277,20827,32.4,2022-06-18
786,134066,85859,64404,21455,33.3,2022-06-19
785,134066,87774,77816,9958,12.8,2022-06-20
784,134066,91094,81164,9930,12.2,2022-06-21
783,134092,91108,80941,10167,12.6,2022-06-22
782,134092,91404,83449,7955,9.5,2022-06-23
781,134092,92119,76118,16001,21.0,2022-06-24
780,134092,84436,69554,14882,21.4,2022-06-25
779,134092,86439,68906,17533,25.4,2022-06-26
778,134092,94364,84739,9625,11.4,2022-06-27
777,134092,93797,84057,9740,11.6,2022-06-28
776,134237,95432,84492,10940,12.9,2022-06-29
775,134237,93599,82731,10868,13.1,2022-06-30
774,134237,93231,83309,9922,11.9,2022-07-01
773,134237,88500,74974,13526,18.0,2022-07-02
772,134237,87495,74464,13031,17.5,2022-07-03
771,134237,99188,89337,9851,11.0,2022-07-04
770,134237,99463,90855,8608,9.5,2022-07-05
769,134239,99959,91938,8021,8.7,2022-07-06
768,134239,99716,92990,6726,7.2,2022-07-07
767,134239,99997,86475,13522,15.6,2022-07-08
766,134239,96076,75216,20860,27.7,2022-07-09
765,134239,96494,75168,21326,28.4,2022-07-10
764,134239,100015,86943,13072,15.0,2022-07-11
763,134239,99071,87250,11821,13.5,2022-07-12
762,134266,100299,85034,15265,18.0,2022-07-13
761,134266,100515,85530,14985,17.5,2022-07-14
760,134266,100653,83272,17381,20.9,2022-07-15
759,134266,96946,71327,25619,35.9,2022-07-16
758,134266,96711,70356,26355,37.5,2022-07-17
757,134266,97680,83578,14102,16.9,2022-07-18
756,134266,99472,84631,14841,17.5,2022-07-19
755,134269,99728,85756,13972,16.3,2022-07-20
754,134269,99835,82156,17679,21.5,2022-07-21
753,134269,100057,80509,19548,24.3,2022-07-22
752,134269,96461,70266,26195,37.3,2022-07-23
751,134269,96305,69817,26488,37.9,2022-07-24
750,134269,99610,84338,15272,18.1,2022-07-25
749,134269,100295,87347,12948,14.8,2022-07-26
748,134291,100687,85507,15180,17.8,2022-07-27
747,134291,100467,87405,13062,14.9,2022-07-28
746,134291,101383,87601,13782,15.7,2022-07-29
745,134291,96642,76651,19991,26.1,2022-07-30
744,134291,97211,72224,24987,34.6,2022-07-31
743,134291,99761,80055,19706,24.6,2022-08-01
742,134291,99741,77981,21760,27.9,2022-08-02
741,134417,100831,81174,19657,24.2,2022-08-03
740,134417,101790,85866,15924,18.5,2022-08-04
739,134417,102311,86550,15761,18.2,2022-08-05
738,134417,100321,80391,19930,24.8,2022-08-06
737,134417,100210,78998,21212,26.9,2022-08-07
736,134417,100691,89263,11428,12.8,2022-08-08
735,134417,100864,88479,12385,14.0,2022-08-09
734,134446,100922,85666,15256,17.8,2022-08-10
733,134446,100101,85488,14613,17.1,2022-08-11
732,134446,100802,85622,15180,17.7,2022-08-12
731,134446,95281,73971,21310,28.8,2022-08-13
730,134446,95386,74228,21158,28.5,2022-08-14
729,134446,99379,80123,19256,24.0,2022-08-15
728,134446,101402,86440,14962,17.3,2022-08-16
727,134446,101195,84518,16677,19.7,2022-08-17
726,134462,101828,83585,18243,21.8,2022-08-18
725,134462,100632,86684,13948,16.1,2022-08-19
724,134462,95284,76241,19043,25.0,2022-08-20
723,134462,96045,73895,22150,30.0,2022-08-21
722,134462,102558,86842,15716,18.1,2022-08-22
721,134462,101268,86792,14476,16.7,2022-08-23
720,134509,101820,79100,22720,28.7,2022-08-24
719,134509,102008,79448,22560,28.4,2022-08-25
718,134509,102136,77935,24201,31.1,2022-08-26
717,134509,97877,64721,33156,51.2,2022-08-27
716,134509,96902,64155,32747,51.0,2022-08-28
715,134509,98962,75328,23634,31.4,2022-08-29
714,134509,99404,77097,22307,28.9,2022-08-30
713,134695,99257,74990,24267,32.4,2022-08-31
712,134695,98608,78089,20519,26.3,2022-09-01
711,134695,99473,77142,22331,28.9,2022-09-02
710,134695,95712,67164,28548,42.5,2022-09-03
709,134695,97062,67901,29161,42.9,2022-09-04
708,134695,97945,79872,18073,22.6,2022-09-05
707,134695,97699,73602,24097,32.7,2022-09-06
706,134702,98348,73807,24541,33.3,2022-09-07
705,134702,95199,67681,27518,40.7,2022-09-08
704,134702,94422,57303,37119,64.8,2022-09-09
703,134702,93326,53936,39390,73.0,2022-09-10
702,134702,91779,57250,34529,60.3,2022-09-11
701,134702,91334,61790,29544,47.8,2022-09-12
700,134702,92082,75687,16395,21.7,2022-09-13
699,134702,93018,76406,16612,21.7,2022-09-14
698,134719,91430,79407,12023,15.1,2022-09-15
697,134719,91923,82122,9801,11.9,2022-09-16
696,134719,87077,71108,15969,22.5,2022-09-17
695,134719,89824,70720,19104,27.0,2022-09-18
694,134719,92433,78589,13844,17.6,2022-09-19
693,134719,88671,73548,15123,20.6,2022-09-20
692,134725,87357,72071,15286,21.2,2022-09-21
691,134725,87478,72184,15294,21.2,2022-09-22
690,134725,89172,70071,19101,27.3,2022-09-23
689,134725,87890,61033,26857,44.0,2022-09-24
688,134725,87931,59920,28011,46.7,2022-09-25
687,134725,89385,71400,17985,25.2,2022-09-26
686,134725,88928,72742,16186,22.3,2022-09-27
685,134725,88782,72806,15976,21.9,2022-09-28
684,134768,87139,73018,14121,19.3,2022-09-29
683,134768,88547,71844,16703,23.2,2022-09-30
682,134768,83632,61848,21784,35.2,2022-10-01
681,134768,84572,59834,24738,41.3,2022-10-02
680,134768,86928,66998,19930,29.7,2022-10-03
679,134768,86098,72544,13554,18.7,2022-10-04
678,134768,85928,70074,15854,22.6,2022-10-05
677,134797,86440,70544,15896,22.5,2022-10-06
676,134797,87225,68983,18242,26.4,2022-10-07
675,134797,85508,59871,25637,42.8,2022-10-08
674,134797,86454,58315,28139,48.3,2022-10-09
673,134797,84696,62700,21996,35.1,2022-10-10
672,134797,84595,70344,14251,20.3,2022-10-11
671,134797,83927,69872,14055,20.1,2022-10-12
670,134824,83262,70316,12946,18.4,2022-10-13
669,134824,82757,69004,13753,19.9,2022-10-14
668,134824,82961,60625,22336,36.8,2022-10-15
667,134824,84594,59248,25346,42.8,2022-10-16
666,134824,86767,70021,16746,23.9,2022-10-17
665,134824,86919,70701,16218,22.9,2022-10-18
664,134823,85998,70250,15748,22.4,2022-10-19
663,134823,84256,70976,13280,18.7,2022-10-20
662,134823,83851,69240,14611,21.1,2022-10-21
661,134823,80425,60433,19992,33.1,2022-10-22
660,134823,82226,58500,23726,40.6,2022-10-23
659,134823,83828,70139,13689,19.5,2022-10-24
